系列,牌号,销售区域,部门,销售,公司名称,近三年牌号成交规模,公司类型,制成品,行业,细分行业,用料,使用品类,使用二级品类,月用量,是否授信,冻结原因,授信期限,授信区间,快塑贷授信额度,快塑贷在贷余额,保险额度,第三方预授信额度,第三方激活额度,第三方已用额度,第三方预授信明细,第三方激活明细,复购率,最近成交日期,公司规模,近一年公司渗透率,近一年公司品类渗透率,近一年成交品类数,近一年成交品类,crm是否有期货用料,近一年是否有期货订单,是否代采客户,黑名单状态,近30天上线天数,当月上线天数,是否绑定企微,近一年快塑贷逾期率,近一年最长逾期天数,近一年最长逾期天数区间,近一年平均逾期天数,近一年平均逾期天数区间,是否使用美金支付,是否使用手册核销
茂金属Elite系列,5220G,快塑华南,交易服务4部-广州,陈鸿杰,深圳市安保医疗感控科技股份有限公司,,终端,手术衣/隔离衣/防护服,消费品,医用类,"EAA-5050|埃克森,HDPE中空料-BL3|伊朗石化,HDPE膜料-6207FL(HTA108)|埃克森,LDPE涂覆料-1C7A|燕山石化,LDPE涂覆料-722|陶氏,LDPE涂覆料-L420|TPC,LDPE涂覆料-LD251|中天合创,LDPE膜料-2420H|中海壳牌,LDPE膜料-2426H|中海壳牌,LLDPE膜料-7042|中海壳牌,LLDPE膜料-7042|宁煤,LLDPE膜料-7042|烟台万华,LLDPE膜料-7042|独山子石化,LLDPE膜料-7042|神华包头,MLLDPE-1018MA(1018.MA)|埃克森,MLLDPE-1018MA|埃克森,MLLDPE-3518CN|LG化学,MLLDPE-4518PA|埃克森,MLLDPE-5220G|陶氏,MLLDPE-5401G|陶氏,MLLDPE-M2710EP|道达尔,MLLDPE涂覆料-0015XC(15018.XC)|埃克森,MLLDPE涂覆料-0015XC|埃克森,PPHM拉丝料-PPH-T03|茂名石化,PPR膜料-F08-S|茂名石化,PPR膜料-F800E|上海石化,TERPP膜料-SFC-750R|乐天化学","EAA,HDPE,LDPE,LLDPE,MLLDPE,PPHM,PPR,TERPP","EAA,HDPE中空料,HDPE膜料,LDPE涂覆料,LDPE膜料,LLDPE膜料,MLLDPE,MLLDPE涂覆料,PPHM拉丝料,PPR膜料,TERPP膜料",100,未授信,,0,未授信,,,0,,,,,,无复购率,,小客户,,"LLDPE膜料|月用量|0|渗透率|0.00%|,LDPE膜料|月用量|30|渗透率|0.00%|,PPHM拉丝料|月用量|0|渗透率|0.00%|,MLLDPE|月用量|0|渗透率|0.00%|,HDPE膜料|月用量|0|渗透率|0.00%|,LDPE涂覆料|月用量|0|渗透率|0.00%|,TERPP膜料|月用量|0|渗透率|0.00%|,PPR膜料|月用量|0|渗透率|0.00%|",,,,无期货订单,非代采客户,正常,小于5天,2,已绑定,,,无逾期,,无逾期,否,是
茂金属Elite系列,5220G,快塑华南,交易服务4部-广州,陈鸿杰,广东琨正塑胶有限公司,,终端,光纤/电缆护套,软包装,工业,"EVA-7470M|台湾台塑,EVA-V6110MC|扬子巴斯夫,EVA-V6110M|扬子巴斯夫,LLDPE注塑料-2320|广州石化,LLDPE注塑料-2720A|茂名石化,LLDPE膜料-7042N|抚顺石化,LLDPE膜料-7042|中海壳牌,LLDPE膜料-7042|宁夏宝丰,LLDPE膜料-7042|广州石化,LLDPE膜料-7042|抚顺石化,LLDPE膜料-7042|茂名石化,LLDPE膜料-7042|蒲洁能化,LLDPE膜料-FB2230X|北欧化工,LLDPE膜料-FB2230|北欧化工,MLLDPE-5220G|陶氏,MLLDPE-M3518.CB|埃克森,MLLDPE-M3518.PA|埃克森","EVA,LLDPE,MLLDPE","EVA,LLDPE注塑料,LLDPE膜料,MLLDPE",110,未授信,,0,未授信,,,0,300000,0,0,京塑条|授信额度:|300000|,,无复购率,2024-07-19,小客户,,"LLDPE膜料|月用量|42|渗透率|0.00%|,MLLDPE|月用量|20|渗透率|0.00%|,EVA|月用量|10|渗透率|0.00%|,LLDPE注塑料|月用量|40|渗透率|0.00%|",,,有期货用料,无期货订单,非代采客户,正常,未上线,,已绑定,,,无逾期,,无逾期,否,是
茂金属Elite系列,5220G,快塑华东内海,快塑华东内海,华东内海1,南通市启新塑业有限公司,,终端,改性料,其它,其它,"EVA-2518CO|韩华,EVA-2860TF-GD|扬子石化,EVA-7470K|台湾台塑,EVA-7470M|台湾台塑,EVA-EVA18J3|燕山石化,EVA-LVS430|乐天化学,EVA-UE2806|中科炼化,EVA-UE2806|斯尔邦,EVA-UL00428|联泓新材料,EVA-UL00628|联泓新材料,EVA-V5110J|扬子巴斯夫,EVA-V5120J|延长榆能化,EVA-V5120J|斯尔邦,EVA-V6020M|延长榆能化,EVA-V6110MC|扬子巴斯夫,EVA-V6110M|扬子巴斯夫,HDPE拉丝料-5000S|兰州石化,HDPE拉丝料-5000S|大庆石化,HDPE拉丝料-5000S|扬子石化,HDPE拉丝料-5000S|镇海有限,HDPE拉丝料-5000S粉|扬子石化,HDPE注塑料-7260|延能化,HDPE注塑料-GC-7260|浙江石化,HDPE注塑料-GC7260|塔里木,HDPE注塑料-M577(GC7260)|中韩石化（武汉）,HDPE膜料-6095|兰州石化,HDPE膜料-6095|广东石化,HDPE膜料-6095|阿曼,HDPE膜料-ZH6098|镇海有限,LDPE膜料-N220|上海石化,LDPE重包料-2420D|中海壳牌,LDPE重包料-2420D|伊朗石化,LDPE重包料-2420D|大庆石化,LDPE重包料-2420D|泰国PTT,LLDPE注塑料-2320-G|浙江石化,LLDPE注塑料-2320|广州石化,LLDPE注塑料-2650|扬子石化,LLDPE注塑料-50026XR|埃克森,LLDPE注塑料-8320|中煤榆林,LLDPE注塑料-8320|大庆石化,LLDPE注塑料-DNDA-8320|浙江石化,LLDPE注塑料-M2320(8320)|镇海炼化,LLDPE注塑料-M2320|中安联合,LLDPE膜料-0220KJ|上海赛科,LLDPE膜料-2018.BU|埃克森,LLDPE膜料-218WJ|沙特SABIC,LLDPE膜料-7042N|兰州石化,LLDPE膜料-7042N|吉林石化,LLDPE膜料-7042|中煤榆林,LLDPE膜料-7042|久泰石化,LLDPE膜料-7042|兰州石化,LLDPE膜料-7042|华泰,LLDPE膜料-7042|吉林石化,LLDPE膜料-7042|四川石化,LLDPE膜料-7042|大庆石化,LLDPE膜料-7042|宁夏宝丰,LLDPE膜料-7042|宁煤,LLDPE膜料-7042|宝来,LLDPE膜料-7042|广州石化,LLDPE膜料-7042|扬子石化,LLDPE膜料-7042|抚顺石化,LLDPE膜料-7042|浙江石化,LLDPE膜料-7042|海南乙烯,LLDPE膜料-7042|烟台万华,LLDPE膜料-7042|神华包头,LLDPE膜料-7042|镇海炼化,LLDPE膜料-7042|阿曼,LLDPE膜料-7050H|中安联合,LLDPE膜料-7050H|镇海炼化,LLDPE膜料-FB2230|北欧化工,LLDPE膜料-LL0220AA|上海赛科,LLDPE膜料-ML2202|上海石化,LLDPE膜料-沙特2018BU|埃克森,MLLDPE-0535.MC(3505MC)|埃克森,MLLDPE-3505MC|埃克森,MLLDPE-3518CN|LG化学,MLLDPE-5220G|陶氏,MLLDPE-5815|陶氏,MLLDPE-M3518.CB|埃克森,MLLDPE-M3518.PA|埃克森,MLLDPE-XP9400|韩国大林,OBC-9107|陶氏,POE-6102|埃克森,POE-8999|杜邦","EVA,HDPE,LDPE,LLDPE,MLLDPE,OBC,POE","EVA,HDPE拉丝料,HDPE注塑料,HDPE膜料,LDPE膜料,LDPE重包料,LLDPE注塑料,LLDPE膜料,MLLDPE,OBC,POE",430,待风控重审,授信期满冻结,7,1-7天,600000,,0,215895.94,0,0,京塑条|授信额度:|215896|,,无复购率,2024-10-29,中客户,,"MLLDPE|月用量|50|渗透率|0.00%|,LLDPE膜料|月用量|150|渗透率|0.00%|,EVA|月用量|50|渗透率|0.00%|,HDPE注塑料|月用量|40|渗透率|0.00%|,LDPE|月用量|0|渗透率|0.00%|,LDPE重包料|月用量|10|渗透率|0.00%|,LLDPE|月用量|0|渗透率|0.00%|,LLDPE电缆料|月用量|50|渗透率|0.00%|,OBC|月用量|0|渗透率|0.00%|,POE|月用量|0|渗透率|0.00%|,HDPE拉丝料|月用量|30|渗透率|0.00%|,LLDPE注塑料|月用量|50|渗透率|0.00%|,HDPE膜料|月用量|50|渗透率|0.00%|,LDPE膜料|月用量|50|渗透率|0.00%|",,,,无期货订单,非代采客户,正常,未上线,,已绑定,,,无逾期,,无逾期,否,否
茂金属Elite系列,5220G,快塑华南,交易服务3部-广州,罗静雯,广东吉田环保新材料有限公司,,终端,拉伸缠绕膜|物流托盘,硬包装|软包装,工业,"HDPE中空料-5502A|中海壳牌,HDPE中空料-5502S|延长榆能化,HDPE拉丝料-7750Z|鲁清石化,HDPE注塑料-6081H|宁夏宝丰,HDPE注塑料-62N07|中东,HDPE注塑料-7260B|宝来,HDPE注塑料-7260|广东石化,HDPE注塑料-7260|广西石化,HDPE注塑料-7260|延能化,HDPE注塑料-DMDA-8907NT7|陶氏,HDPE注塑料-HD5675/FMA026TG|福建联合,HDPE注塑料-HMN6080|中化泉州,HDPE注塑料-T60-800|浙江石化,HDPE注塑料-XZ89609.00|陶氏,LLDPE膜料-2018.XV(201XV)|福建联合,LLDPE膜料-2018.YB|埃克森,LLDPE膜料-2018AY|埃克森,LLDPE膜料-222WF|福建联合,LLDPE膜料-22B02|中东,LLDPE膜料-35BN|鲁清石化,LLDPE膜料-7042N|广东石化,LLDPE膜料-7042|宁煤,LLDPE膜料-7042|延长榆能化,LLDPE膜料-7042|烟台万华,LLDPE膜料-7042|神华包头,LLDPE膜料-7042|茂名石化,LLDPE膜料-7042|蒲洁能化,LLDPE膜料-7042|裕龙石化,LLDPE膜料-7042|阿曼,LLDPE膜料-9047|抚顺石化,LLDPE膜料-DFDC-7050|神华包头,MLLDPE-5220G|陶氏,PPB注塑料-179B|宝来,PPB注塑料-2500HY|宁煤,PPB注塑料-300H-B|宝来,PPB注塑料-300K-B|延长榆能化,PPB注塑料-300K|延长榆能化,PPB注塑料-C7025N|中化泉州,PPB注塑料-C8003|惠州立拓,PPB注塑料-C8005|惠州立拓,PPB注塑料-EP440N|中科炼化,PPB注塑料-EP548R-L3|中科炼化,PPB注塑料-EPS30R-B|延长榆能化,PPB注塑料-EPS30R|中煤鄂能化,PPB注塑料-EPS30R|延长榆能化,PPB注塑料-K8003|东华能源,PPB注塑料-K8003|广东石化,PPB注塑料-K8003|延长榆能化,PPB注塑料-K8003|浙江石化,PPB注塑料-K8009|广东石化,PPB注塑料-K8009|广州石化,PPB注塑料-K8009|浙江石化,PPB注塑料-MU03-G(K8003U)|海南乙烯,PPB注塑料-PPB-M06-G(GJ540-3)|广州石化,PPB注塑料-SP179P|海南乙烯,PPHM拉丝料-2232E1|埃克森,PPHM注塑料-PPH-M08|巨正源","HDPE,LLDPE,MLLDPE,PPB,PPHM","HDPE中空料,HDPE拉丝料,HDPE注塑料,LLDPE膜料,MLLDPE,PPB注塑料,PPHM拉丝料,PPHM注塑料",311,已授信,,30,16-30天,600000,,500000,1000000,0,0,"京塑条|授信额度:|0|,雨商贷-塑采贷-采购贷|授信额度:|1000000|",,三月购,2026-03-17,中客户,19.87%,"HDPE拉丝料|月用量|1|渗透率|266.67%|,HDPE膜料|月用量|0|渗透率|0.00%|,HDPE中空料|月用量|5|渗透率|0.00%|,LDPE膜料|月用量|0|渗透率|0.00%|,LLDPE膜料|月用量|151|渗透率|11.30%|,PPHM薄壁注塑料|月用量|1|渗透率|800.00%|,PPHM注塑料|月用量|6|渗透率|137.50%|,MLLDPE|月用量|1|渗透率|0.00%|,PPHM拉丝料|月用量|5|渗透率|17.50%|,PPB注塑料|月用量|91|渗透率|20.05%|,HDPE注塑料|月用量|50|渗透率|13.38%|",4,"HDPE,LLDPE,PPB,PPHM",,无期货订单,非代采客户,正常,未上线,,已绑定,0.75,10,8-15天,4.5,1-7天,否,否
茂金属Elite系列,5220G,CPG,CPG华东,徐岳,宁波鸿雁包装材料有限公司,,终端,打包带/包装带/捆扎带/捆束条,软包装,工业,"LLDPE膜料-2607G|陶氏,LLDPE膜料-7042|宁夏宝丰,LLDPE膜料-7042|神华包头,MLLDPE-2010HA|独山子石化,MLLDPE-2010MA|埃克森,MLLDPE-2012MA|埃克森,MLLDPE-3812CB|埃克森,MLLDPE-3812PA|埃克森,MLLDPE-5220G|陶氏,MLLDPE-M3518.CB|埃克森,ULDPE膜料-4404G|陶氏","LLDPE,MLLDPE,ULDPE","LLDPE膜料,MLLDPE,ULDPE膜料",200,待风控重审,系统冻结|风险低：近一年未合作,3,1-7天,1,,0,300000,0,0,京塑条|授信额度:|300000|,,无复购率,2018-12-13,小客户,,"LLDPE膜料|月用量|30|渗透率|0.00%|,MLLDPE|月用量|24.75|渗透率|0.00%|",,,,无期货订单,非代采客户,正常,大于等于15天,11,已绑定,,,无逾期,,无逾期,否,是
茂金属Elite系列,5220G,,,,潮州市潮安区金美工贸有限公司,,终端,共挤膜/多层包装膜,其它,其它,"LLDPE膜料-7042|福建联合,MLLDPE-5220G|陶氏,MLLDPE-M3518.CB|埃克森,POP 聚烯烃塑性体-PL1881G|陶氏,PPHM拉丝料-1080K|福建联合,PPHM拉丝料-HP550J|金能化学,PPHM拉丝料-L5E89|中化泉州,PPHM拉丝料-L5E89|中煤榆林,PPHM拉丝料-L5E89|大连恒力,PPHM拉丝料-L5E89|宁夏宝丰,PPHM拉丝料-L5E89|广东石化,PPHM拉丝料-T30S|中景石化","LLDPE,MLLDPE,POP 聚烯烃塑性体,PPHM","LLDPE膜料,MLLDPE,POP 聚烯烃塑性体,PPHM拉丝料",2000,未授信,,0,未授信,,,0,,,,,,无复购率,2022-07-07,大客户,,"PPHM拉丝料|月用量|1000|渗透率|0.00%|,LLDPE膜料|月用量|1000|渗透率|0.00%|,MLLDPE|月用量|0|渗透率|0.00%|,POP 聚烯烃塑性体|月用量|0|渗透率|0.00%|",,,,无期货订单,非代采客户,正常,未上线,,已绑定,,,无逾期,,无逾期,否,是
茂金属Elite系列,5220G,CPG,CPG华南,尹书瑶,广东安德力新材料有限公司,,终端,热收缩膜,软包装,工业,"HDPE膜料-3355F|泰国PTT,LDPE膜料-2420H|中海壳牌,LDPE膜料-2421H|巴塞尔,LDPE膜料-2421K|巴塞尔,LDPE膜料-2426H|中海壳牌,LDPE膜料-2426H|巴塞尔,LDPE膜料-2426H|浙江石化,LLDPE膜料-2045G|陶氏,LLDPE膜料-2645.11G|陶氏,LLDPE膜料-2645G|陶氏,LLDPE膜料-7042|中海壳牌,LLDPE膜料-7042|广州石化,LLDPE膜料-7042|福建联合,LLDPE膜料-LL7610A|泰国PTT,MLLDPE-5220G|陶氏,MLLDPE-7052ML|埃克森,MLLDPE-M3518.CB|埃克森,PPB膜料-FS6612L|新加坡聚烯烃,PPHM注塑料-HP520M|巴塞尔,PPHM膜料-HP520M|泰国HMC,PPR膜料-TF1007|独山子石化,PPR透明注塑料-3248R|福建联合,PPR透明注塑料-3248U|福建联合,ULDPE膜料-4203|陶氏","HDPE,LDPE,LLDPE,MLLDPE,PPB,PPHM,PPR,ULDPE","HDPE膜料,LDPE膜料,LLDPE膜料,MLLDPE,PPB膜料,PPHM注塑料,PPHM膜料,PPR膜料,PPR透明注塑料,ULDPE膜料",1179,已授信,,30,16-30天,900000,,0,323112.9,0,0,京塑条|授信额度:|323113|,,四月购,2026-04-03,大客户,0.30%,"PPB膜料|月用量|1|渗透率|0.00%|,PPR透明注塑料|月用量|1|渗透率|0.00%|,ULDPE膜料|月用量|70|渗透率|0.00%|,HDPE膜料|月用量|1|渗透率|150.00%|,MLLDPE|月用量|350|渗透率|0.00%|,PPHM膜料|月用量|1|渗透率|0.00%|,PPHM注塑料|月用量|1|渗透率|0.00%|,PPR膜料|月用量|1|渗透率|0.00%|,LDPE膜料|月用量|351|渗透率|0.00%|,LLDPE膜料|月用量|402|渗透率|0.51%|",2,"HDPE,LLDPE",,无期货订单,非代采客户,正常,未上线,,已绑定,0.5,4,1-7天,2,1-7天,否,是
茂金属Elite系列,5220G,CPG-广州内海,CPG-广州内海,CPG-广州内海1,福州美尔佳塑胶有限公司,,终端,通用包装膜/袋,其它,其它,"LLDPE膜料-2018.XV(201XV)|福建联合,LLDPE膜料-7042N|抚顺石化,LLDPE膜料-7042|兰州石化,LLDPE膜料-7042|海南乙烯,LLDPE膜料-7042|福建联合,MLLDPE-5220G|陶氏,MLLDPE-7835A|泰国PTT,MLLDPE-SP1520|三井化学","LLDPE,MLLDPE","LLDPE膜料,MLLDPE",80,未授信,,0,未授信,,,0,300000,0,0,京塑条|授信额度:|300000|,,无复购率,2021-06-23,小客户,,"LDPE膜料|月用量|50|渗透率|0.00%|,MLLDPE|月用量|30|渗透率|0.00%|,LLDPE膜料|月用量|50|渗透率|0.00%|",,,,无期货订单,非代采客户,正常,未上线,,已绑定,,,无逾期,,无逾期,否,是
茂金属Elite系列,5220G,快塑华南,交易服务2部-广州,韩智锋,东莞市开源塑化科技有限公司,587.73,终端,手术衣/隔离衣/防护服,消费品,医用类,"EVA-2518CO|韩华,EVA-7350M|台湾塑胶,EVA-EVA18J3|燕山石化,EVA-UE631|中科炼化,EVA-V4620J|延长榆能化,EVA-V5120J|延长榆能化,LDPE涂覆料-1C7A|燕山石化,LDPE膜料-0274|卡塔尔石化,LDPE膜料-0474|卡塔尔石化,LDPE膜料-1925AS|TASNEE,LDPE膜料-2025NN|沙特SABIC,LDPE膜料-2420H|中海壳牌,LDPE膜料-2420H|伊朗石化,LDPE膜料-2426K|茂名石化,LDPE膜料-4025AS|TASNEE,LDPE膜料-C150Y|马来西亚PETLIN,LLDPE膜料-2001|广州石化,LLDPE膜料-218WJ|沙特SABIC,LLDPE膜料-7042N|广东石化,LLDPE膜料-7042N|抚顺石化,LLDPE膜料-7042|中海壳牌,LLDPE膜料-7050|宝来,MLLDPE-5220G|陶氏,MLLDPE-M3518.CB|埃克森,POE-PF7266|陶氏,乙烯丙烯共聚物-6102FL|威达美","EVA,LDPE,LLDPE,MLLDPE,POE,乙烯丙烯共聚物","EVA,LDPE涂覆料,LDPE膜料,LLDPE膜料,MLLDPE,POE,乙烯丙烯共聚物",1220,已授信,,3,1-7天,300000,,0,333505,0,0,京塑条|授信额度:|333505|,,三月购,2026-03-11,大客户,1.92%,"EVA|月用量|1000|渗透率|0.00%|,MLLDPE|月用量|15|渗透率|27.50%|,LLDPE膜料|月用量|60|渗透率|14.48%|,GPPS|月用量|0|渗透率|0.00%|,HDPE注塑料|月用量|0|渗透率|0.00%|,LDPE涂覆料|月用量|10|渗透率|0.00%|,PPHM拉丝料|月用量|0|渗透率|0.00%|,PPR中空料|月用量|0|渗透率|0.00%|,POE|月用量|15|渗透率|0.00%|,PPHM膜料|月用量|0|渗透率|0.00%|,LDPE膜料|月用量|120|渗透率|8.80%|",3,"LDPE,LLDPE,MLLDPE",有期货用料,有期货订单,非代采客户,正常,5到10天,6,已绑定,0.4286,3,1-7天,0.7143,1-7天,否,是
茂金属Elite系列,5220G,,,,佛山市甘澍弹性材料科技有限公司,,终端,卫生用品包装膜/袋|卫生用膜（纸尿裤/卫生巾等）,软包装,日用,"LDPE涂覆料-0710|卡塔尔石化,LDPE涂覆料-1C7A|燕山石化,LDPE涂覆料-L705|沙特日本住友,LLDPE膜料-7042N|广东石化,MLLDPE-1018MA(1018.MA)|埃克森,MLLDPE-1018MA|埃克森,MLLDPE-5220G|陶氏,MLLDPE-M3518.CB|埃克森","LDPE,LLDPE,MLLDPE","LDPE涂覆料,LLDPE膜料,MLLDPE",100,未授信,,0,未授信,,,0,,,,,,无复购率,,小客户,,"LLDPE膜料|月用量|30|渗透率|0.00%|,LDPE涂覆料|月用量|10|渗透率|0.00%|,MLLDPE|月用量|10|渗透率|0.00%|",,,,无期货订单,非代采客户,正常,未上线,,已绑定,,,无逾期,,无逾期,否,是
茂金属Elite系列,5220G,CPG-广州内海,CPG-广州内海,CPG-广州内海1,瑞通包装工业(河源)有限公司,,终端,拉伸缠绕膜|连卷膜/袋,软包装,工业,"HDPE膜料-6888|科威特,HDPE膜料-7000F|泰国PTT,LDPE重包料-2420F|中海壳牌,LLDPE膜料-2036P|陶氏,LLDPE膜料-2045G|陶氏,LLDPE膜料-2645G|陶氏,MLLDPE-5220G|陶氏,MLLDPE-M3518.CB|埃克森,POE-6202|埃克森,ULDPE膜料-4404G|陶氏","HDPE,LDPE,LLDPE,MLLDPE,POE,ULDPE","HDPE膜料,LDPE重包料,LLDPE膜料,MLLDPE,POE,ULDPE膜料",300,待风控重审,系统冻结|风险低：近一年未合作,3,1-7天,300000,,0,181654.17,0,0,京塑条|授信额度:|181654|,,无复购率,2023-03-22,中客户,,"ULDPE膜料|月用量|5|渗透率|0.00%|,LDPE重包料|月用量|5|渗透率|0.00%|,MLLDPE|月用量|10|渗透率|0.00%|,LLDPE膜料|月用量|175|渗透率|0.00%|,HDPE膜料|月用量|100|渗透率|0.00%|,POE|月用量|5|渗透率|0.00%|,LDPE膜料|月用量|25|渗透率|0.00%|",,,,无期货订单,非代采客户,正常,未上线,,已绑定,,,无逾期,,无逾期,否,是
茂金属Elite系列,5220G,CPG-广州内海,CPG-广州内海,CPG-广州内海1,福建省南安市永丰塑料制品厂,,终端,CPP膜|其他日用软包装（备注具体的制成品）,软包装,工业|日用,"HDPE膜料-7000F|伊朗BCCO,HDPE膜料-H5604F(副牌)|泰国SCG,HDPE膜料-H5604F|泰国SCG,HDPE膜料-HD55110|中化泉州,LDPE膜料-0474|卡塔尔石化,LDPE膜料-2426H|中海壳牌,LDPE膜料-2426H|泰国PTT,LDPE膜料-2426K|泰国PTT,LLDPE膜料-7042|福建联合,LLDPE膜料-7050|福建联合,LLDPE膜料-FB2230|北欧化工,LLDPE膜料-L1221FA|泰国SCG,MLLDPE-5220G|陶氏,MLLDPE-5401G|陶氏,MLLDPE-7835A|泰国PTT,MLLDPE-HPR3518CB|广东石化,MLLDPE-M3518.CB|埃克森,MLLDPE流延膜料-89770.00|陶氏,PPHM拉丝料-L5E89|中煤榆林,PPHM拉丝料-PPH-T03|古雷石化,PPHM拉丝料-T30S|中景石化,TERPP-FL7632L|TPC,TERPP膜料-F4908|茂名石化","HDPE,LDPE,LLDPE,MLLDPE,PPHM,TERPP","HDPE膜料,LDPE膜料,LLDPE膜料,MLLDPE,MLLDPE流延膜料,PPHM拉丝料,TERPP,TERPP膜料",2300,待风控重审,系统冻结|风险低：近一年未合作,7,1-7天,300000,,0,253920,0,0,京塑条|授信额度:|253920|,,无复购率,2024-01-12,大客户,,"LLDPE膜料|月用量|760|渗透率|0.00%|,HDPE|月用量|50|渗透率|0.00%|,MLLDPE|月用量|200|渗透率|0.00%|,TERPP膜料|月用量|100|渗透率|0.00%|,PPHM拉丝料|月用量|800|渗透率|0.00%|,LDPE膜料|月用量|200|渗透率|0.00%|,MLLDPE流延膜料|月用量|120|渗透率|0.00%|,HDPE膜料|月用量|120|渗透率|0.00%|,TERPP|月用量|0|渗透率|0.00%|",,,,无期货订单,非代采客户,正常,未上线,,已绑定,,,无逾期,,无逾期,否,否
茂金属Elite系列,5220G,CPG,CPG华东,向雨,宁波能之光新材料科技股份有限公司,,终端,改性料（多产品）,改性产品,改性料,"HDPE注塑料-52N7|美国壳牌,HDPE注塑料-56200(HMA016)|埃克森,HDPE注塑料-8008|塔里木,HDPE注塑料-DMDA-8907NT7|陶氏,HDPE注塑料-FL8008|福建联合,HDPE注塑料-GC7260|宁夏宝丰,HDPE注塑料-HMN6080|中化泉州,LLDPE注塑料-20024RQ|埃克森,LLDPE注塑料-50026XR|埃克森,LLDPE注塑料-LL6301XR|埃克森,LLDPE膜料-0209AA|上海赛科,LLDPE膜料-0218F|加拿大NOVA,LLDPE膜料-2018.AY|埃克森,LLDPE膜料-2018AY|埃克森,LLDPE膜料-218NJ|沙特SABIC,LLDPE膜料-7042|华泰,LLDPE膜料-7042|大庆石化,LLDPE膜料-7042|浙江石化,LLDPE膜料-FD18N|沙特QAMAR,LLDPE膜料-LL0218|美国维马,MLLDPE-3518CN|LG化学,MLLDPE-5220G|陶氏,MLLDPE-7835A|泰国PTT,MLLDPE-M3518.CB|埃克森,MLLDPE-XP6056ML|埃克森,MLLDPE-XP8656ML(0516.ML)|埃克森,POE-58750|陶氏,POE-8842|陶氏,PPB注塑料-K8003-G|浙江石化,PPB注塑料-K8003|扬子石化,PPHM粉料-045|三江化工","HDPE,LLDPE,MLLDPE,POE,PPB,PPHM","HDPE注塑料,LLDPE注塑料,LLDPE膜料,MLLDPE,POE,PPB注塑料,PPHM粉料",3100,已授信,,7,1-7天,600000,,0,463626,0,0,京塑条|授信额度:|463626|,,月月购,2026-06-01,大客户,1.90%,"PPHM粉料|月用量|1000|渗透率|0.00%|,PPB注塑料|月用量|0|渗透率|0.00%|,LLDPE注塑料|月用量|100|渗透率|0.00%|,MLLDPE|月用量|100|渗透率|0.00%|,POE|月用量|500|渗透率|0.00%|,LLDPE膜料|月用量|1300|渗透率|0.00%|,HDPE注塑料|月用量|100|渗透率|11.31%|",5,"ABS,HDPE,LDPE,LLDPE,MLLDPE",,无期货订单,非代采客户,正常,小于5天,1,已绑定,0.32,6,1-7天,0.76,1-7天,否,否
茂金属Elite系列,5220G,,,,德清尚邑塑料制品有限公司,198,终端,拉链袋/封口袋/自封袋,软包装,日用,"LLDPE膜料-7042|大庆石化,LLDPE膜料-7042|浙江石化,LLDPE膜料-7050|科威特,MLLDPE-5220G|陶氏","LLDPE,MLLDPE","LLDPE膜料,MLLDPE",250,未授信,,0,未授信,,,0,,,,,,无复购率,2024-08-13,小客户,,"LLDPE膜料|月用量|200|渗透率|0.00%|,MLLDPE|月用量|50|渗透率|0.00%|",,,,无期货订单,非代采客户,正常,未上线,,已绑定,,,无逾期,,无逾期,否,是
茂金属Elite系列,5220G,快塑华南,交易服务1部-广州,周文强,中山市伟杰包装材料有限公司,,终端,拉伸缠绕膜,软包装,工业,"LLDPE膜料-0218ZF|美国维马,LLDPE膜料-22B02|中东,LLDPE膜料-7042-GD|海南乙烯,LLDPE膜料-7042GD|茂名石化,LLDPE膜料-7042N|四川石化,LLDPE膜料-7042N|广东石化,LLDPE膜料-7042N|广西石化,LLDPE膜料-7042N|抚顺石化,LLDPE膜料-7042N协议料|广东石化,LLDPE膜料-7042|中煤榆林,LLDPE膜料-7042|宁夏宝丰,LLDPE膜料-7042|宁煤,LLDPE膜料-7042|海南乙烯,LLDPE膜料-7042|茂名石化,LLDPE膜料-F181CH-GD|海南乙烯,LLDPE膜料-LL1060|泰国PTT,MLLDPE-5220G|陶氏","LLDPE,MLLDPE","LLDPE膜料,MLLDPE",400,待风控重审,风控冻结|风险中：客户规模小，常逾期30-90天，不补逾期利息，项目效益低,3,1-7天,10,,0,,,,,,三月购,2026-05-28,中客户,2.56%,"LLDPE膜料|月用量|790|渗透率|1.30%|,MLLDPE|月用量|10|渗透率|0.00%|",1,LLDPE,,无期货订单,非代采客户,正常,未上线,,已绑定,,,无逾期,,无逾期,否,是
